no;gender;party;educ;health_ins7;jobs_guar7;gov_services7;FS_poor3;FS_childcare3;FS_crime3;FS_publicschools3;FS_welfare3;FS_envir3;FS_socsec3
436;2;Democrat;1;1;6;3;1;1;1;1;3;1;1
437;2;Republican;2;NA;NA;NA;1;3;2;1;2;2;1
438;2;Democrat;2;NA;NA;NA;1;1;1;1;1;1;1
439;2;independent;1;NA;NA;NA;2;1;2;1;1;2;2
440;2;Democrat;2;4;3;3;1;1;1;1;1;1;1
441;2;Democrat;2;2;4;5;1;1;1;1;1;1;1
442;1;Democrat;1;NA;NA;NA;1;1;1;1;1;1;1
443;2;Democrat;2;1;1;7;1;1;1;1;1;1;1
444;2;independent;2;NA;NA;NA;2;1;2;1;2;1;2
445;1;independent;2;NA;NA;NA;2;2;2;1;2;1;1
446;2;Democrat;2;NA;NA;NA;1;2;1;1;2;1;2
447;2;Republican;1;NA;NA;NA;1;1;1;1;2;1;1
448;2;Democrat;2;1;3;NA;2;1;1;2;2;2;2
449;1;independent;1;NA;NA;NA;1;1;1;1;2;1;1
450;2;Democrat;1;1;1;7;1;2;1;1;1;1;1
451;2;Democrat;1;NA;NA;NA;2;1;2;1;2;1;1
452;1;independent;1;4;5;5;2;1;1;1;2;2;1
453;2;independent;1;1;1;5;1;1;1;1;1;3;1
454;1;independent;1;NA;NA;NA;1;1;1;1;2;1;NA
455;1;independent;2;NA;NA;NA;2;1;1;1;2;1;2
456;1;independent;1;NA;NA;NA;1;1;1;1;1;1;2
457;2;Democrat;2;NA;NA;NA;1;1;1;1;1;1;1
458;2;Democrat;1;1;1;NA;1;1;1;1;1;2;1
459;2;Democrat;1;NA;NA;NA;1;1;1;1;NA;1;NA
460;1;Democrat;1;5;4;4;1;1;1;1;1;1;1
461;1;Democrat;1;NA;NA;NA;1;1;1;1;2;1;1
462;2;Democrat;1;NA;NA;NA;1;1;2;1;1;1;2
463;1;Democrat;1;NA;NA;NA;2;2;1;2;3;1;NA
464;2;Democrat;2;1;4;4;1;1;2;1;2;1;1
465;1;independent;2;NA;NA;NA;1;1;2;1;2;1;2
466;2;Democrat;1;NA;NA;NA;1;1;1;1;2;2;1
467;2;independent;2;NA;NA;NA;1;3;1;1;1;1;1
468;1;independent;2;1;3;6;1;1;2;1;1;2;1
469;2;independent;1;1;1;5;1;1;1;1;1;1;2
470;2;Democrat;1;6;7;5;1;1;1;1;1;1;1
471;1;Democrat;1;NA;NA;NA;1;2;1;1;2;1;1
472;1;Democrat;1;NA;NA;NA;1;1;3;1;2;1;1
473;2;independent;1;5;7;5;2;NA;1;1;3;1;1
474;1;independent;1;NA;NA;NA;1;1;3;1;3;2;2
475;2;Democrat;1;NA;NA;NA;1;1;3;1;1;1;1
476;1;Democrat;1;NA;NA;NA;1;1;1;1;1;1;1
477;1;Democrat;1;NA;NA;NA;1;1;1;1;3;1;1
478;2;Democrat;1;NA;NA;NA;1;1;1;1;1;1;1
479;1;independent;2;NA;NA;NA;1;2;2;2;2;1;2
480;1;Democrat;1;NA;4;NA;1;1;2;1;1;1;1
481;2;Democrat;1;NA;NA;NA;2;1;1;1;2;2;1
482;2;Democrat;2;1;1;6;1;1;1;1;3;1;1
483;2;independent;2;2;2;4;1;1;1;1;3;1;1
484;1;Democrat;2;NA;NA;NA;2;2;2;2;2;2;2
485;2;Democrat;1;NA;NA;NA;1;1;1;1;2;1;1
486;2;Democrat;1;NA;NA;NA;2;2;1;2;2;1;2
487;2;independent;1;NA;3;5;2;2;1;1;2;1;2
488;2;independent;1;NA;NA;NA;1;1;3;1;1;1;1
489;2;Democrat;1;NA;NA;NA;2;2;2;2;1;2;2
490;2;independent;1;1;1;7;2;2;2;1;2;1;2
491;2;Democrat;2;NA;NA;NA;1;1;1;1;3;1;1
492;2;Democrat;1;4;NA;NA;1;2;1;1;2;1;2
493;1;Democrat;1;NA;NA;NA;1;1;1;1;2;1;1
494;1;Democrat;1;3;7;NA;1;1;1;1;2;2;2
495;2;Democrat;1;NA;NA;NA;1;2;1;2;3;2;2
496;1;Republican;1;7;7;6;1;1;1;1;2;1;1
497;2;independent;2;4;4;4;1;2;2;1;3;1;1
498;1;Democrat;1;1;1;7;1;1;1;1;1;1;1
499;1;independent;1;5;7;7;2;1;1;1;3;2;1
500;1;Democrat;1;1;3;5;1;2;1;1;1;2;1
501;2;Democrat;2;NA;NA;NA;1;1;1;1;2;1;1
502;2;Democrat;2;NA;NA;NA;1;1;1;1;1;1;1
503;1;Republican;2;1;7;1;2;3;3;2;3;2;2
504;2;Democrat;2;2;2;6;1;2;2;1;2;1;1
505;2;independent;2;NA;NA;NA;1;1;1;1;2;1;1
506;2;independent;2;5;6;2;2;2;1;1;3;2;2
507;1;independent;2;NA;NA;NA;1;1;1;1;2;1;1
508;2;independent;2;5;6;4;2;1;1;2;2;2;1
509;2;Democrat;2;4;5;6;1;2;2;1;1;2;1
510;1;Democrat;2;NA;NA;NA;2;2;2;3;3;1;1
511;2;independent;1;NA;NA;NA;2;2;1;1;2;2;2
512;2;Democrat;2;NA;NA;NA;1;1;1;1;3;1;1
513;2;independent;1;7;5;4;2;1;1;1;2;1;1
514;2;Republican;2;NA;NA;NA;2;1;1;1;3;1;1
515;1;Democrat;2;1;6;6;1;1;1;1;2;1;1
516;1;Democrat;2;NA;NA;NA;1;1;2;1;2;2;2
517;2;independent;2;1;4;2;1;1;1;1;1;1;1
518;2;independent;1;1;1;7;1;1;1;1;2;1;1
519;2;independent;1;6;5;4;2;2;1;1;3;1;1
520;2;independent;2;NA;NA;NA;2;2;1;1;3;3;1
521;1;Democrat;1;NA;NA;NA;3;2;2;1;3;2;2
522;2;Democrat;1;1;3;NA;2;NA;2;2;3;2;1
523;1;Republican;1;5;6;5;2;2;1;2;2;1;2
524;2;Republican;1;4;4;4;1;1;1;1;2;1;1
525;2;Republican;1;5;7;1;2;2;2;2;2;3;2
526;1;Republican;2;7;4;3;1;1;1;1;2;2;1
527;2;Republican;1;NA;NA;NA;3;3;2;3;3;3;2
528;2;Democrat;2;5;NA;NA;1;2;NA;1;2;1;1
529;2;independent;2;NA;NA;NA;1;2;1;1;3;2;2
530;2;independent;2;1;5;7;1;1;1;1;3;1;1
531;1;independent;1;2;NA;6;1;1;2;1;2;1;1
532;1;Republican;2;NA;NA;NA;2;2;1;1;2;1;1
533;2;independent;2;NA;4;5;1;1;2;1;2;1;2
534;1;independent;1;4;5;4;2;2;1;1;2;1;1
535;2;Republican;2;2;3;4;2;1;1;1;2;1;1
536;2;independent;1;2;1;2;NA;NA;1;1;3;1;1
537;2;Democrat;2;5;4;5;1;1;1;1;3;1;1
538;2;Democrat;2;4;7;NA;1;1;1;1;3;NA;1
539;1;Republican;1;3;4;7;1;2;1;1;3;2;1
540;2;Republican;2;NA;NA;NA;1;1;1;1;1;1;1
541;2;independent;2;1;4;NA;1;1;1;1;1;1;1
542;2;Democrat;2;NA;NA;NA;1;1;1;1;1;1;1
543;2;independent;1;5;NA;7;1;1;1;1;2;1;1
544;2;Republican;2;4;6;4;2;2;1;1;3;1;1
545;1;Republican;1;NA;NA;NA;1;1;1;1;3;2;1
546;2;independent;1;NA;NA;NA;1;1;1;1;2;1;1
547;2;independent;1;NA;NA;NA;1;1;1;1;1;1;1
548;2;independent;1;NA;NA;NA;1;2;1;1;3;1;1
549;1;Republican;1;7;7;1;2;2;1;1;3;2;2
550;1;Republican;2;7;7;2;2;3;1;2;3;3;3
551;2;Democrat;2;1;NA;7;1;1;1;1;2;1;2
552;1;Republican;1;7;7;4;2;2;1;1;3;2;1
553;1;Democrat;2;NA;NA;NA;1;1;1;1;2;1;1
554;1;independent;1;NA;7;NA;NA;1;1;1;2;1;1
555;2;Republican;2;NA;NA;NA;2;3;2;2;2;2;2
556;2;independent;2;4;1;5;1;2;1;1;2;1;1
557;1;Republican;1;6;6;1;2;2;2;1;3;3;1
558;1;independent;2;NA;NA;NA;2;1;2;2;1;1;2
559;2;Democrat;2;NA;NA;NA;1;1;1;1;2;1;1
560;1;Republican;1;NA;NA;NA;1;1;1;1;2;1;1
561;1;Democrat;2;NA;5;2;3;NA;2;1;3;1;3
562;2;Democrat;2;1;6;5;2;2;2;1;2;1;1
563;2;independent;2;6;5;6;2;2;1;1;2;1;1
564;1;Democrat;1;7;5;5;2;2;1;1;2;3;1
565;1;Democrat;1;1;1;6;2;1;3;1;1;1;1
566;1;independent;1;NA;NA;NA;1;1;1;1;2;1;1
567;2;independent;2;1;1;NA;1;1;1;1;1;1;1
568;2;Democrat;2;NA;NA;NA;1;1;1;1;2;1;2
569;2;Democrat;1;NA;NA;NA;1;1;1;1;1;2;1
570;2;Democrat;2;3;2;3;2;1;1;1;2;1;1
571;2;Democrat;1;NA;NA;NA;1;1;1;1;1;2;1
572;1;Republican;1;4;4;4;1;1;1;1;2;1;1
573;1;independent;1;NA;NA;NA;1;1;1;1;2;1;1
574;2;Democrat;2;NA;NA;NA;1;1;2;2;1;1;1
575;2;Republican;1;2;3;NA;1;1;1;1;1;1;1
576;1;Democrat;1;NA;NA;NA;1;1;1;1;1;1;1
577;2;Democrat;2;NA;NA;NA;1;1;3;1;2;2;1
578;2;Democrat;1;3;2;7;1;1;2;1;1;2;1
579;1;independent;1;NA;3;5;1;1;1;1;1;2;1
580;2;independent;1;NA;NA;NA;1;1;1;1;1;1;1
581;2;Republican;2;5;6;3;1;2;2;2;3;2;1
582;1;independent;1;NA;NA;NA;1;1;1;1;2;1;1
583;2;Democrat;1;NA;1;7;1;1;1;1;1;1;1
584;1;independent;2;NA;NA;NA;1;NA;2;NA;2;1;1
585;2;independent;2;4;5;4;2;2;2;2;3;2;2
586;2;Democrat;1;1;4;5;1;2;1;1;2;2;2
587;2;Republican;2;3;4;5;1;1;1;1;3;3;2
588;2;Democrat;2;NA;NA;NA;2;1;1;2;3;1;2
589;2;Republican;2;NA;NA;NA;1;2;1;1;3;2;1
590;2;independent;2;3;4;4;1;2;1;1;1;2;1
591;2;independent;2;2;3;6;1;1;1;1;2;1;1
592;1;Republican;2;NA;NA;NA;1;2;1;1;1;2;1
593;2;independent;2;NA;NA;NA;1;1;1;1;2;1;1
594;2;independent;2;NA;NA;NA;1;2;1;1;2;1;2
595;2;Republican;1;1;6;NA;2;1;1;1;2;1;1
596;2;Democrat;1;NA;NA;NA;2;1;1;1;1;1;1
597;1;Republican;1;1;1;1;1;1;3;1;1;2;2
598;2;Republican;2;NA;NA;NA;2;1;1;1;3;1;1
599;2;Republican;2;NA;NA;NA;2;1;1;1;3;1;1
600;2;Democrat;2;NA;NA;NA;1;1;1;1;1;2;1
601;2;Republican;1;NA;NA;NA;1;1;3;1;1;2;2
602;1;Republican;1;7;3;6;3;2;1;2;1;2;1
603;1;independent;1;NA;NA;NA;1;1;1;NA;2;2;2
604;2;Republican;1;1;1;7;1;1;2;1;1;2;1
605;2;Democrat;1;1;1;7;1;1;1;1;1;1;1
606;2;independent;1;1;3;6;1;2;1;2;2;1;NA
607;1;Republican;2;NA;NA;NA;1;1;1;2;1;1;1
608;1;Democrat;1;NA;NA;NA;1;1;1;1;1;1;1
609;1;Republican;2;NA;NA;NA;2;2;1;2;3;3;2
610;1;Democrat;2;4;4;4;1;1;1;1;1;1;1
611;2;independent;2;NA;NA;NA;1;1;1;1;2;1;2
612;1;independent;2;3;3;5;1;2;2;1;2;1;1
613;1;Republican;2;NA;NA;NA;1;1;1;1;1;1;1
614;1;independent;2;NA;NA;NA;2;2;2;1;2;2;2
615;1;Republican;2;NA;NA;NA;2;2;1;1;2;1;1
616;2;independent;2;NA;NA;NA;1;1;1;1;1;1;1
617;2;Republican;2;1;3;6;1;1;1;1;2;2;1
618;2;Democrat;2;1;3;5;1;1;1;1;1;1;1
619;1;Democrat;2;2;1;2;1;1;1;1;1;1;1
620;2;Republican;1;NA;NA;NA;1;1;1;1;1;1;1
621;1;Republican;1;5;1;7;1;1;1;1;1;1;2
622;2;independent;1;NA;NA;NA;1;2;2;1;2;1;1
623;1;independent;2;NA;NA;NA;2;1;1;1;1;1;1
624;1;independent;2;NA;NA;NA;1;1;1;1;3;1;1
625;2;Democrat;1;NA;5;6;1;1;3;1;3;1;1
626;2;Republican;2;5;7;1;2;2;2;2;3;2;2
627;2;Republican;1;NA;NA;NA;1;2;1;1;2;2;1
628;1;independent;1;3;5;5;2;1;2;2;2;1;2
629;1;Republican;1;7;7;5;2;2;1;1;3;1;2
630;1;independent;1;NA;NA;NA;1;1;1;1;2;1;2
631;1;independent;2;4;4;3;2;1;2;1;3;1;2
632;1;Republican;2;6;3;4;1;2;3;2;2;1;1
633;2;Democrat;1;NA;NA;NA;1;1;1;3;2;2;1
634;1;independent;1;NA;NA;NA;1;1;1;1;1;1;1
635;2;independent;1;1;1;4;1;1;2;1;3;1;1
636;2;Democrat;1;NA;NA;NA;2;2;2;1;2;2;2
637;1;independent;2;1;6;2;2;1;2;1;2;2;1
638;1;Democrat;1;4;NA;4;1;2;1;2;3;2;1
639;1;independent;2;NA;NA;NA;1;2;2;1;1;1;2
640;2;Democrat;1;4;NA;3;1;1;1;1;3;1;1
641;2;independent;1;NA;NA;NA;1;1;2;1;3;1;1
642;1;independent;2;NA;5;7;1;1;1;1;3;1;1
643;1;independent;1;NA;NA;NA;1;2;1;1;3;1;1
644;1;independent;1;NA;NA;NA;1;1;2;2;2;1;2
645;1;Republican;1;NA;NA;NA;1;1;1;1;2;1;1
646;1;independent;1;NA;3;5;2;2;1;2;2;1;2
647;2;Republican;2;5;5;3;2;2;2;1;2;2;2
648;1;Republican;1;NA;NA;NA;2;1;1;1;3;3;1
649;2;Republican;2;5;5;5;1;1;1;1;1;2;1
650;2;independent;2;7;4;7;1;2;1;1;1;2;2
651;2;independent;1;NA;NA;NA;2;2;1;2;2;1;2
652;1;independent;1;NA;NA;NA;1;1;1;1;3;1;1
653;1;Democrat;1;NA;NA;NA;1;1;1;1;2;2;1
654;1;independent;2;7;7;6;3;3;2;2;3;2;2
655;2;Democrat;2;3;2;5;1;1;1;1;1;1;2
656;1;independent;1;NA;NA;NA;1;1;1;1;3;1;1
657;2;Democrat;2;7;3;6;1;2;2;1;2;2;1
658;1;Republican;2;3;5;2;2;1;2;1;2;1;2
659;1;Republican;2;NA;NA;NA;2;2;1;1;2;2;2
660;1;independent;2;3;4;5;1;1;2;1;2;1;1
661;1;Republican;2;4;6;4;2;1;3;1;2;3;1
662;2;independent;2;3;2;4;1;1;1;2;3;2;1
663;1;Republican;2;NA;NA;NA;2;1;2;1;2;2;2
664;2;Republican;2;NA;NA;NA;2;2;2;1;3;1;1
665;1;Republican;2;7;7;1;3;2;2;3;3;3;2
666;2;independent;2;6;6;7;2;1;1;1;1;1;1
667;2;independent;2;NA;NA;NA;1;1;1;1;1;1;1
668;2;Republican;2;3;4;5;2;1;NA;1;3;1;1
669;1;Republican;2;NA;NA;NA;2;3;2;3;3;1;2
670;2;independent;2;2;2;NA;1;1;2;1;3;2;1
671;1;Republican;1;NA;5;1;1;1;1;1;2;1;3
672;2;Democrat;2;NA;NA;NA;1;1;1;1;1;1;1
673;2;independent;2;NA;NA;NA;2;1;1;1;2;1;1
674;1;Republican;2;NA;NA;NA;2;1;2;1;3;3;1
675;2;Republican;2;5;5;4;2;1;2;2;2;2;1
676;1;Democrat;2;1;3;5;1;1;1;1;1;1;1
677;2;Democrat;1;NA;NA;NA;1;1;1;1;2;1;1
678;1;Republican;1;NA;NA;NA;2;1;1;1;3;2;2
679;2;Republican;1;NA;NA;NA;2;1;1;1;2;1;1
680;1;independent;2;2;3;4;1;1;1;1;3;1;1
681;1;Republican;1;5;4;5;1;3;3;2;3;2;2
682;1;independent;2;1;5;4;2;1;2;1;2;2;1
683;1;independent;2;3;4;NA;2;2;2;1;2;2;2
684;2;Republican;2;4;6;3;3;3;2;3;3;2;NA
685;1;Democrat;2;5;5;2;NA;2;2;2;1;1;2
686;2;Democrat;2;NA;NA;NA;1;1;1;1;1;1;2
687;2;independent;1;7;1;7;1;2;1;1;3;1;1
688;1;Democrat;2;NA;NA;NA;1;1;1;1;2;1;1
689;2;Democrat;1;1;1;NA;1;1;3;1;1;1;1
690;1;independent;2;NA;NA;NA;2;1;1;1;1;1;1
691;2;Democrat;1;NA;NA;NA;1;1;1;1;2;1;1
692;1;independent;1;7;5;NA;2;1;3;1;1;2;1
693;1;independent;2;4;2;4;2;2;2;1;2;1;2
694;2;Republican;1;3;2;4;1;1;1;1;1;1;1
695;1;independent;2;6;5;4;1;1;2;1;2;1;1
696;1;Democrat;2;4;3;3;2;1;1;1;3;1;1
697;1;Democrat;2;2;1;3;1;2;1;1;3;2;1
698;1;Democrat;2;3;3;6;1;1;1;1;1;1;1
699;1;Democrat;1;NA;2;4;1;1;1;1;1;1;2
700;2;Democrat;1;NA;NA;NA;1;1;1;1;2;1;1
701;2;Democrat;2;NA;NA;NA;2;2;NA;1;2;1;1
702;2;Democrat;1;NA;NA;NA;1;1;1;1;1;1;2
703;2;independent;2;7;7;1;2;2;2;1;3;2;2
704;2;Democrat;2;1;1;7;1;1;1;1;2;1;1
705;1;Democrat;2;NA;NA;NA;1;1;1;1;2;1;2
706;1;Democrat;2;3;4;7;1;1;1;1;2;1;1
707;1;Democrat;1;NA;NA;NA;1;1;1;1;1;1;1
708;1;independent;2;1;2;6;1;1;1;1;1;1;1
709;2;independent;2;NA;NA;NA;1;1;2;1;1;1;1
710;1;independent;1;NA;NA;NA;1;1;1;1;3;1;2
711;1;independent;2;NA;NA;NA;2;1;1;1;2;1;1
712;1;independent;2;NA;NA;NA;1;1;1;1;2;1;1
713;2;Democrat;2;6;5;5;2;1;1;2;2;2;1
714;2;Republican;1;NA;NA;NA;NA;2;1;2;2;1;2
715;1;independent;1;NA;NA;NA;1;1;1;2;3;2;1
716;2;Democrat;1;4;1;NA;1;1;1;2;1;1;1
717;2;Republican;1;NA;NA;NA;1;1;1;1;2;1;2
718;1;independent;1;NA;NA;NA;1;1;1;1;3;2;1
719;1;independent;1;6;7;NA;1;1;1;2;2;2;1
720;2;independent;1;5;5;4;1;2;2;2;3;2;1
721;2;independent;1;2;3;5;1;2;1;2;3;1;1
722;2;Republican;2;7;7;1;2;3;1;2;3;3;3
723;2;Democrat;2;1;1;3;1;1;1;1;1;1;1
724;1;independent;1;NA;NA;NA;2;1;1;1;2;1;1
725;1;independent;1;NA;NA;NA;1;1;1;1;2;1;1
726;2;independent;2;NA;NA;NA;1;2;1;1;3;1;2
727;2;Republican;2;2;NA;4;3;3;2;1;3;1;1
728;1;independent;2;4;6;7;2;2;1;1;3;2;2
729;1;Republican;1;7;7;4;1;1;1;1;2;1;1
730;1;independent;1;NA;NA;NA;1;1;1;1;1;2;1
731;2;Democrat;1;6;4;7;1;2;1;1;2;2;1
732;2;Democrat;2;2;2;5;1;1;1;1;1;1;1
733;1;Republican;2;7;7;3;1;2;1;1;3;1;1
734;2;independent;1;NA;NA;NA;1;1;1;1;3;1;1
735;2;Republican;2;NA;NA;NA;3;3;1;3;3;3;2
736;2;independent;2;NA;NA;NA;3;1;2;1;3;1;2
737;2;independent;2;NA;NA;NA;1;1;1;1;1;2;1
738;1;independent;1;NA;NA;NA;1;1;1;1;3;2;1
739;2;Democrat;1;1;1;7;3;3;1;1;3;2;1
740;1;independent;2;NA;NA;NA;1;3;1;1;3;1;1
741;1;Democrat;1;NA;NA;NA;1;1;1;1;3;1;1
742;1;independent;2;NA;NA;NA;1;1;2;1;2;2;2
743;2;independent;1;NA;NA;NA;3;1;1;1;1;1;1
744;2;Democrat;1;4;4;6;1;2;1;1;2;1;1
745;2;Democrat;2;NA;NA;NA;1;1;1;1;1;1;1
746;2;Democrat;1;4;4;5;1;1;1;3;2;1;2
747;1;Democrat;1;4;1;7;1;1;1;2;2;1;1
748;2;Democrat;2;1;1;7;1;1;1;1;1;1;1
749;1;Democrat;2;NA;NA;7;1;1;1;1;1;1;1
750;2;independent;1;4;2;6;1;1;1;1;1;1;1
751;1;Republican;1;5;5;5;1;1;1;1;1;1;1
752;2;Democrat;1;NA;NA;NA;2;2;1;2;2;2;2
753;1;Democrat;2;2;4;7;1;1;1;1;2;1;1
754;1;Democrat;1;NA;1;NA;1;1;2;1;1;2;1
755;1;Democrat;1;NA;NA;NA;1;1;1;1;1;1;1
756;2;Democrat;1;7;1;3;2;1;1;1;1;1;1
757;2;Democrat;1;NA;NA;NA;1;1;1;1;1;1;1
758;2;independent;2;5;3;NA;1;1;1;1;3;1;1
759;1;Democrat;2;2;3;6;1;1;1;1;2;1;1
760;2;Democrat;2;1;1;4;1;1;1;1;2;1;1
761;2;Democrat;2;1;4;NA;1;2;1;1;1;2;2
762;2;Democrat;2;NA;NA;NA;1;1;2;1;1;1;2
763;1;Democrat;2;NA;NA;NA;1;2;1;1;2;1;1
764;1;Democrat;2;3;NA;4;2;1;3;3;3;2;1
765;1;independent;2;1;7;3;1;NA;1;1;3;1;1
766;1;Democrat;1;5;5;4;1;1;1;1;1;2;1
767;1;Democrat;2;2;4;6;1;1;1;1;2;1;1
768;2;Democrat;2;1;1;7;1;1;NA;1;1;2;1
769;2;Democrat;2;NA;NA;NA;1;1;3;2;2;1;1
770;1;Democrat;2;1;NA;7;1;1;1;2;3;1;1
771;2;Democrat;2;NA;NA;NA;1;1;1;1;1;1;1
772;1;independent;2;NA;NA;NA;1;1;1;1;3;2;1
773;1;Democrat;1;NA;NA;NA;1;1;1;1;2;2;1
774;2;independent;2;NA;NA;NA;1;2;1;2;2;2;1
775;1;independent;1;NA;NA;NA;1;1;1;2;3;1;1
776;1;independent;1;2;3;NA;3;1;1;1;3;1;1
777;2;Democrat;1;NA;NA;NA;1;3;1;1;3;1;1
778;2;Democrat;1;NA;4;NA;1;1;2;2;1;1;1
779;2;independent;2;NA;NA;NA;NA;1;1;1;NA;1;NA
780;1;Republican;1;3;3;2;3;1;2;3;3;1;2
781;2;Democrat;1;1;1;7;1;1;1;1;1;1;1
782;1;independent;2;NA;NA;NA;1;1;2;1;3;1;1
783;2;Democrat;1;NA;NA;NA;1;1;1;1;1;1;1
784;2;Democrat;2;3;4;5;1;1;1;1;1;1;1
785;1;Democrat;1;5;7;5;1;1;1;2;2;1;1
786;1;Democrat;1;NA;NA;NA;2;2;2;1;2;2;2
787;2;Republican;2;NA;NA;NA;1;2;1;2;2;2;2
788;2;Democrat;2;2;3;5;2;2;2;1;2;1;2
789;1;independent;1;3;3;5;1;1;1;2;2;2;1
790;2;independent;2;1;1;7;1;1;2;1;1;2;1
791;1;Republican;1;NA;NA;NA;2;2;1;2;3;2;1
792;1;Democrat;1;5;7;NA;1;1;1;1;3;1;1
793;2;independent;1;2;NA;NA;1;1;1;1;2;1;1
794;2;Democrat;1;NA;NA;NA;1;1;1;1;1;1;1
795;2;independent;1;NA;NA;7;1;2;1;2;2;2;1
796;2;independent;1;NA;NA;NA;1;2;1;1;3;1;1
797;1;Republican;1;NA;NA;NA;1;2;2;2;2;2;1
798;1;Democrat;1;7;NA;7;1;2;1;1;2;2;1
799;2;Democrat;1;NA;NA;NA;1;1;1;1;2;1;2
800;1;independent;1;NA;6;NA;1;1;1;1;1;1;1
801;2;independent;1;NA;NA;NA;1;1;3;1;2;1;1
802;1;Democrat;2;NA;NA;NA;1;1;2;1;1;1;1
803;1;Democrat;1;NA;NA;NA;1;1;1;1;1;1;1
804;2;Democrat;2;4;4;4;1;2;1;1;2;1;1
805;1;independent;1;1;1;7;1;1;1;1;1;1;1
806;1;Democrat;2;NA;NA;NA;1;2;1;1;2;1;1
807;1;Democrat;2;NA;NA;NA;1;1;1;1;3;1;1
808;1;independent;2;1;7;3;1;2;2;1;1;1;2
809;2;Democrat;2;NA;NA;NA;2;NA;1;1;2;2;1
810;1;Democrat;1;2;1;5;2;1;1;1;1;1;1
811;1;independent;1;NA;NA;NA;1;2;2;2;1;2;1
812;2;independent;2;5;5;5;1;1;1;1;2;1;1
813;2;Democrat;1;NA;NA;NA;1;1;1;1;3;3;1
814;2;Democrat;1;NA;NA;NA;1;1;1;1;2;1;1
815;1;independent;1;NA;NA;NA;1;1;1;1;1;1;1
816;2;Democrat;1;NA;NA;NA;1;1;1;1;1;1;1
817;1;Democrat;1;7;2;NA;1;1;1;1;2;2;1
818;1;independent;1;NA;NA;NA;1;1;1;2;1;3;1
819;1;independent;1;4;2;5;1;1;1;1;1;1;1
820;2;independent;1;5;4;4;2;2;1;2;2;1;2
821;1;Democrat;1;NA;NA;NA;1;1;1;1;3;2;NA
822;2;independent;1;NA;NA;NA;1;1;1;1;2;1;1
823;2;Republican;1;7;7;1;2;3;2;3;3;3;2
824;2;Republican;2;NA;NA;NA;2;2;1;1;3;2;2
825;2;Republican;1;6;1;NA;1;1;2;2;1;1;1
826;2;Democrat;1;NA;NA;NA;1;1;1;1;1;2;1
827;1;Democrat;1;1;NA;5;1;1;1;1;2;1;1
828;2;Democrat;1;NA;NA;NA;1;1;1;3;1;2;1
829;1;independent;1;2;3;4;1;1;1;2;1;1;1
830;1;independent;2;NA;NA;NA;1;2;1;2;2;1;1
831;2;Republican;2;NA;6;4;2;NA;1;2;3;2;2
832;1;independent;1;NA;NA;NA;2;1;1;1;2;2;1
833;2;Democrat;1;NA;NA;NA;1;1;1;2;2;2;2
834;2;Democrat;2;7;3;5;1;1;1;2;1;1;1
835;1;independent;1;7;7;4;2;2;2;1;3;3;2
836;1;independent;2;NA;NA;NA;1;NA;1;1;1;2;1
837;2;independent;2;NA;NA;NA;1;1;1;1;2;1;1
838;1;independent;1;NA;NA;NA;1;1;2;1;1;2;2
839;1;independent;1;NA;NA;NA;1;1;1;1;2;1;1
840;1;Republican;2;3;3;4;1;1;1;1;2;1;2
841;1;independent;1;1;6;5;2;1;2;1;2;1;1
842;1;independent;2;6;6;2;2;2;2;2;2;3;2
843;2;Republican;2;NA;NA;NA;1;1;1;1;1;1;1
844;2;Republican;2;6;5;2;3;3;1;1;3;1;2
845;2;independent;2;4;6;3;1;2;2;1;3;2;1
846;2;independent;2;4;6;3;3;2;1;2;3;2;1
847;1;Republican;2;NA;NA;NA;3;3;1;3;3;2;2
848;2;Democrat;1;2;6;2;2;2;1;1;2;1;1
849;2;Republican;2;NA;NA;NA;2;2;2;2;3;2;2
850;1;independent;2;NA;NA;NA;1;1;1;1;1;1;1
851;1;independent;2;3;4;5;2;1;1;1;2;1;1
852;1;Democrat;1;4;1;7;1;1;1;1;2;1;1
853;2;Republican;2;NA;NA;NA;2;2;2;3;3;3;3
854;2;Democrat;1;3;4;5;1;1;1;1;2;1;2
855;2;Republican;2;4;3;6;2;1;1;1;1;1;2
856;1;independent;1;NA;NA;NA;1;1;1;1;1;1;1
857;1;independent;1;4;4;5;3;2;2;2;2;2;2
858;2;Democrat;1;NA;NA;NA;1;1;3;2;3;1;2
859;1;Democrat;1;NA;NA;NA;1;1;1;1;1;NA;1
860;2;Democrat;1;NA;NA;NA;1;1;1;1;2;1;1
861;2;Democrat;1;NA;NA;NA;1;1;1;1;2;1;1
862;2;Democrat;2;3;1;7;2;2;1;1;2;1;1
863;2;Democrat;1;7;NA;NA;1;2;2;2;2;2;1
864;1;Democrat;1;NA;NA;NA;1;1;1;1;2;1;1
865;1;Democrat;1;4;1;5;1;1;1;1;1;1;1
866;1;independent;2;4;4;7;1;1;1;1;2;1;1
867;1;Democrat;1;NA;NA;NA;1;3;1;1;3;1;1
868;2;Democrat;1;NA;NA;NA;1;1;1;1;1;1;1
869;2;Democrat;2;NA;NA;NA;1;1;1;1;3;1;1
870;1;Democrat;1;1;3;5;1;1;1;1;1;1;1
871;2;independent;1;NA;NA;NA;1;2;1;2;2;1;1
872;1;Democrat;1;NA;NA;NA;1;1;1;1;2;1;1
873;2;Democrat;1;6;6;NA;1;1;1;1;1;1;1
